imprisonref,imprisonsystemid,imprisonid,trialref,centraltrialimprison,imprisondate,imprisondate_as_date,prison,location,moving,fate_in_prison,createdby,createdate,lastupdatedby,lastupdatedon
IM/JO/476,JO,476,T/JO/1712,false,,,Tolbooth,Haddington,false,,jhm,2002-08-07T15:24:12,LEM,2002-10-28T13:06:54
IM/JO/477,JO,477,T/JO/1713,false,,,Tolbooth,Haddington,false,,jhm,2002-08-07T15:37:56,LEM,2002-10-28T13:09:06
IM/JO/48,JO,48,T/JO/148,false,,,,Haddington,false,Released,jhm,2001-06-18T12:19:06,jhm,2002-10-11T16:47:13
IM/JO/480,JO,480,T/JO/1789,false,,,Tolbooth,Haddington,false,,jhm,2002-08-07T16:09:31,LEM,2002-10-28T13:07:07
IM/JO/481,JO,481,T/JO/1790,false,,,Tolbooth,Haddington,false,,jhm,2002-08-07T16:15:27,LEM,2002-10-28T13:07:25
IM/JO/482,JO,482,T/JO/1791,false,,,Tolbooth,Haddington,false,,jhm,2002-08-07T16:21:17,LEM,2002-10-28T13:08:42
IM/JO/483,JO,483,T/JO/1813,false,5/1661,1961-05-01T00:00:00,,Haddington,false,,jhm,2002-08-20T10:57:50,jhm,2002-08-20T10:58:01
IM/JO/484,JO,484,T/JO/1812,false,5/1661,1961-05-01T00:00:00,,Haddington,false,,jhm,2002-08-20T10:58:54,jhm,2002-08-20T10:59:15
IM/JO/485,JO,485,T/JO/1814,false,,,,Haddington,false,,jhm,2002-08-20T11:08:35,LEM,2002-10-28T12:57:13
IM/JO/486,JO,486,T/JO/1815,false,,,,Haddington,false,,jhm,2002-08-20T11:14:40,LEM,2002-10-28T12:56:45
IM/JO/487,JO,487,T/JO/1816,false,,,,Haddington,false,,jhm,2002-08-20T11:30:19,LEM,2002-10-28T12:56:31
IM/JO/488,JO,488,T/JO/1817,false,,,,Haddington,false,,jhm,2002-08-20T11:37:54,LEM,2002-10-28T12:57:26
IM/JO/489,JO,489,T/JO/1838,false,5/1650,1950-05-01T00:00:00,,,false,,jhm,2002-08-21T09:53:22,jhm,2002-08-21T09:54:31
IM/JO/49,JO,49,T/JO/149,false,,,,Haddington,false,,jhm,2001-06-18T12:22:07,jhm,2002-10-11T16:47:33
IM/JO/490,JO,490,T/LA/784,false,,,Tolbooth,Glasgow,false,,jhm,2002-08-26T14:53:00,LEM,2002-10-28T12:47:30
IM/JO/491,JO,491,T/JO/1876,false,13/6/1649,2049-06-13T00:00:00,Castle,Dirleton,false,,jhm,2002-08-26T15:24:54,jhm,2002-08-26T15:25:05
IM/JO/492,JO,492,T/JO/1879,false,,,,Rothesay,false,,jhm,2002-08-27T09:12:00,LEM,2002-10-28T13:03:52
IM/JO/493,JO,493,T/JO/1880,false,,,,Bute,false,,jhm,2002-08-27T10:25:42,LEM,2002-10-28T13:03:39
IM/JO/494,JO,494,T/JO/1884,false,18/1/1662,1962-01-18T00:00:00,Tolbooth,Rothesay,false,,jhm,2002-08-28T09:49:19,jhm,2002-08-28T09:49:55
IM/JO/50,JO,50,T/JO/150,false,,,,Aberlady,false,,jhm,2001-06-18T13:13:01,jhm,2002-10-11T16:47:39
IM/JO/503,JO,503,T/JO/81,false,1630,2030-06-01T00:00:00,Tolbooth,Haddington,false,,jhm,2002-10-02T12:13:23,jhm,2002-10-02T12:13:43
IM/JO/504,JO,504,T/LA/99,false,1/7/1630,2030-07-01T00:00:00,,Edinburgh,false,Released,jhm,2002-10-03T09:59:42,jhm,2002-10-03T10:00:08
IM/JO/505,JO,505,T/LA/172,false,14/4/1591,1991-04-14T00:00:00,Castle,Edinburgh,false,Escaped,jhm,2002-10-03T10:22:54,jhm,2002-10-03T10:23:05
IM/JO/506,JO,506,T/LA/799,true,2/11/1630,2030-11-02T00:00:00,,Edinburgh,false,,jhm,2002-10-03T10:54:25,jhm,2002-10-03T10:54:36
IM/JO/507,JO,507,T/LA/810,false,,,,Leith,false,Released,jhm,2002-10-03T11:22:15,LEM,2002-10-28T12:49:00
IM/JO/508,JO,508,T/LA/1076,false,,,Tolbooth,Canongate,false,Released,jhm,2002-10-03T12:36:15,LEM,2002-10-28T12:51:04
IM/JO/509,JO,509,T/LA/1015,false,2/7/1649,2049-07-02T00:00:00,Tolbooth,Eyemouth,false,,jhm,2002-10-03T14:56:30,jhm,2002-10-03T14:56:53
IM/JO/51,JO,51,T/JO/191,false,,,,North Berwick,false,,jhm,2001-06-19T11:58:30,jhm,2002-10-11T16:47:59
IM/JO/510,JO,510,T/LA/1023,false,13/7/1649,2049-07-13T00:00:00,Tolbooth,Haddington,false,,jhm,2002-10-03T15:22:46,jhm,2002-10-03T15:22:55
IM/JO/511,JO,511,T/LA/1250,false,,,,,false,Released,jhm,2002-10-11T16:14:27,jhm,2002-10-11T16:14:41
IM/JO/512,JO,512,T/JO/995,false,,,House,Comer,false,,jhm,2002-10-21T15:57:43,jhm,2002-10-21T15:57:48
IM/JO/52,JO,52,T/JO/192,false,,,,North Berwick,false,,jhm,2001-06-19T12:02:39,jhm,2002-10-11T16:48:15
IM/JO/53,JO,53,T/JO/205,false,1662,1962-06-01T00:00:00,Tolbooth,Rothesay,false,Escaped,jhm,2001-06-27T12:16:37,jhm,2001-06-27T12:17:05
IM/JO/8,JO,8,T/JO/3,false,,,Tolbooth,Aberdeen,false,,jhm,2001-06-05T12:17:38,jhm,2001-06-05T12:18:02
IM/JO/89,JO,89,T/JO/308,true,,,Tolbooth,Edinburgh,true,Moved,jhm,2001-07-03T10:41:19,jhm,2002-10-11T16:49:29
IM/JO/9,JO,9,T/JO/77,false,12/11/1628,2028-11-12T00:00:00,Tolbooth,Dalkeith,false,,jhm,2001-06-07T14:43:52,jhm,2001-06-07T14:44:12
IM/JO/90,JO,90,T/JO/333,false,29/4/1630,2030-04-29T00:00:00,,Crichton,false,,jhm,2001-07-04T10:19:51,jhm,2001-07-04T10:20:20
IM/JO/91,JO,91,T/JO/342,false,,,,Dalkeith,false,,jhm,2001-07-04T13:32:56,jhm,2002-10-11T16:49:40
IM/JO/92,JO,92,T/JO/343,false,,,,Dalkeith,false,Released,jhm,2001-07-04T13:43:16,jhm,2002-10-11T16:50:52
IM/LA/1,LA,1,T/LA/1,true,13/2/1629,2029-02-13T00:00:00,Tolbooth,Edinburgh,false,,LEM,2001-05-17T10:10:47,LEM,2001-06-12T10:45:40
IM/LA/100,LA,100,T/LA/352,false,,,,Glasgow,false,,LEM,2001-07-05T12:41:40,jhm,2002-10-11T16:28:18
IM/LA/101,LA,101,T/LA/354,false,,,Tolbooth,Linlithgow,false,,LEM,2001-07-05T12:49:59,jhm,2002-10-11T16:28:44
IM/LA/102,LA,102,T/LA/355,false,,,,St. Colme,false,,LEM,2001-07-05T13:08:53,jhm,2002-10-11T16:29:13
IM/LA/103,LA,103,T/LA/356,false,,,,St. Colme,false,,LEM,2001-07-05T13:20:00,jhm,2002-10-11T16:29:30
IM/LA/104,LA,104,T/LA/357,false,,,,St. Colme,false,,LEM,2001-07-05T13:22:09,jhm,2002-10-11T16:29:44
IM/LA/105,LA,105,T/LA/358,false,,,,St. Colme,false,,LEM,2001-07-05T13:24:49,jhm,2002-10-11T16:30:18
IM/LA/106,LA,106,T/LA/359,false,,,,St. Colme,false,,LEM,2001-07-05T13:26:11,jhm,2002-10-11T16:30:33
IM/LA/107,LA,107,T/LA/362,false,,,,Inverkeithing,false,,LEM,2001-07-05T15:10:29,jhm,2002-10-11T16:30:48
IM/LA/108,LA,108,T/LA/363,false,,,,Inverkeithing,false,,LEM,2001-07-05T15:16:38,jhm,2002-10-11T16:33:03
IM/LA/109,LA,109,T/LA/364,false,,,,Inverkeithing,false,,LEM,2001-07-05T15:19:22,jhm,2002-10-11T16:33:22
IM/LA/110,LA,110,T/LA/69,false,,,,Inverkeithing,false,,LEM,2001-07-05T15:34:16,jhm,2002-10-11T16:32:41
IM/LA/111,LA,111,T/LA/65,false,3/1623,2023-03-01T00:00:00,,Inverkeithing,false,,LEM,2001-07-05T15:36:21,jhm,2002-10-11T15:07:06
IM/LA/112,LA,112,T/LA/66,false,,,,Inverkeithing,false,,LEM,2001-07-05T15:40:07,jhm,2002-10-11T16:31:51
IM/LA/113,LA,113,T/LA/67,false,,,,Inverkeithing,false,,LEM,2001-07-05T15:43:50,jhm,2002-10-11T16:30:57
IM/LA/114,LA,114,T/LA/365,false,,,,Inverkeithing,false,,LEM,2001-07-05T15:46:34,jhm,2002-10-11T16:34:59
IM/LA/115,LA,115,T/LA/366,false,,,,Inverkeithing,false,,LEM,2001-07-05T15:49:47,jhm,2002-10-11T16:34:31
IM/LA/116,LA,116,T/LA/64,false,5/1623,2023-05-01T00:00:00,,Inverkeithing,false,,LEM,2001-07-05T15:55:45,jhm,2002-10-11T15:02:20
IM/LA/117,LA,117,T/LA/68,false,5/1623,2023-05-01T00:00:00,,Inverkeithing,false,,LEM,2001-07-05T16:01:10,jhm,2002-10-11T14:59:37
IM/LA/118,LA,118,T/LA/371,false,,,Tolbooth,Perth,false,,LEM,2001-07-05T16:14:17,jhm,2002-10-11T16:35:36
IM/LA/119,LA,119,T/LA/370,false,,,Tolbooth,Perth,false,,LEM,2001-07-05T16:14:35,jhm,2002-10-11T16:35:20
IM/LA/120,LA,120,T/LA/375,false,,,Tolbooth,Musselburgh,false,,LEM,2001-07-09T10:48:06,jhm,2002-10-18T10:33:18
IM/LA/121,LA,121,T/LA/374,false,1661,1961-06-01T00:00:00,Tolbooth,Musselburgh,false,Released,LEM,2001-07-09T10:51:06,jhm,2001-09-24T13:54:44
IM/LA/122,LA,122,T/LA/377,false,,,Tolbooth,Musselburgh,false,,LEM,2001-07-09T10:55:10,LEM,2001-07-09T10:55:18
IM/LA/123,LA,123,T/LA/378,false,,,Tolbooth,Musselburgh,false,,LEM,2001-07-09T11:28:20,LEM,2001-07-09T11:28:26
IM/LA/124,LA,124,T/LA/379,false,,,Tolbooth,musselburgh,false,,LEM,2001-07-09T12:55:02,jhm,2002-10-11T16:08:40
IM/LA/125,LA,125,T/LA/264,false,,,,Edmestoun,false,Moved,LEM,2001-07-09T13:14:55,jhm,2002-11-05T14:42:31
IM/LA/126,LA,126,T/LA/265,false,,,,Edmestoun,false,,LEM,2001-07-09T13:27:53,LEM,2001-07-09T13:27:58
IM/LA/127,LA,127,T/LA/416,false,2/1624,2024-02-01T00:00:00,Tolbooth,Culross,false,,LEM,2001-07-17T16:22:37,jhm,2002-10-11T16:36:00
IM/LA/128,LA,128,T/LA/429,false,,,,Culross,false,,LEM,2001-07-18T09:39:39,jhm,2002-10-11T16:36:58
IM/LA/129,LA,129,T/LA/430,false,,,,Culross,false,,LEM,2001-07-18T09:46:36,jhm,2002-10-11T16:37:17
IM/LA/130,LA,130,T/LA/434,false,,,Tolbooth,Crail,false,,LEM,2001-07-18T11:52:53,jhm,2002-10-11T16:38:25
IM/LA/131,LA,131,T/LA/435,false,,,Tolbooth,Dysart,false,,LEM,2001-07-18T11:58:22,jhm,2002-10-11T16:38:50
IM/LA/132,LA,132,T/LA/437,false,,,Tolbooth,Dysart,false,,LEM,2001-07-18T12:09:00,jhm,2002-10-11T16:39:23
IM/LA/133,LA,133,T/LA/438,false,,,Tolbooth,Dysart,false,,LEM,2001-07-18T12:12:05,jhm,2002-10-11T16:39:43
IM/LA/134,LA,134,T/LA/439,false,,,Tolbooth,Dysart,false,,LEM,2001-07-18T12:14:13,jhm,2002-10-11T16:39:48
IM/LA/135,LA,135,T/LA/440,false,,,Tolbooth,Dysart,false,,LEM,2001-07-18T12:17:39,jhm,2002-10-11T16:40:14
IM/LA/136,LA,136,T/LA/479,false,,,Tolbooth,Dysart,false,Released,LEM,2001-07-18T15:53:50,LEM,2002-10-28T12:42:16
IM/LA/137,LA,137,T/LA/480,false,,,Tolbooth,Dunfermline,false,,LEM,2001-07-18T15:57:42,LEM,2001-07-18T15:57:48
IM/LA/138,LA,138,T/LA/487,false,,,Tolbooth,Stirling,false,,LEM,2001-07-19T09:22:29,LEM,2001-07-19T09:22:35
IM/LA/139,LA,139,T/LA/489,false,5/7/1628,2028-07-05T00:00:00,Tolbooth,Leith,false,Released,LEM,2001-07-19T09:35:55,LEM,2001-07-19T09:36:07
IM/LA/140,LA,140,T/LA/509,false,11/8/1628,2028-08-11T00:00:00,Tolbooth,Musselburgh,false,,LEM,2001-07-19T12:44:57,LEM,2001-07-19T12:49:45
IM/LA/15,LA,15,T/LA/83,true,13/2/1629,2029-02-13T00:00:00,Tolbooth,Edinburgh,false,,LEM,2001-06-12T10:48:53,LEM,2001-06-12T10:49:10
IM/LA/16,LA,16,T/LA/15,false,,,,Haddington,true,,LEM,2001-06-13T09:18:30,LEM,2001-06-13T09:19:55
IM/LA/168,LA,168,T/LA/83,false,11/1628,2028-11-01T00:00:00,Tolbooth,Stirling,false,Moved,LEM,2001-08-14T12:24:21,LEM,2001-08-14T12:25:33
IM/LA/169,LA,169,T/LA/83,false,19/12/1628,2028-12-19T00:00:00,,Linlithgow,false,Moved,LEM,2001-08-14T12:25:46,LEM,2001-08-14T12:26:32
IM/LA/17,LA,17,T/LA/24,true,2/2/1630,2030-02-02T00:00:00,Tolbooth,Edinburgh,false,,LEM,2001-06-13T10:33:44,LEM,2001-06-13T10:34:01
IM/LA/170,LA,170,T/LA/83,false,20/12/1628,2028-12-20T00:00:00,Tolbooth,Edinburgh,false,,LEM,2001-08-14T12:26:25,LEM,2001-08-14T12:26:51
IM/LA/171,LA,171,T/LA/83,true,8/1/1629,2029-01-08T00:00:00,Tolbooth,Edinburgh,false,,LEM,2001-08-14T13:33:54,LEM,2001-08-14T13:34:06
IM/LA/173,LA,173,T/LA/618,false,,,Tolbooth,Dysart,false,Released,LEM,2001-08-15T13:07:07,LEM,2002-10-28T12:42:23
IM/LA/174,LA,174,T/LA/618,false,15/8/1630,2030-08-15T00:00:00,Tolbooth,Dysart,false,,LEM,2001-08-15T13:19:19,LEM,2001-08-15T13:20:01
IM/LA/175,LA,175,T/LA/628,false,4/1630,2030-04-01T00:00:00,Tolbooth,Dysart,false,,LEM,2001-08-16T12:49:05,jhm,2002-10-02T15:36:15
IM/LA/177,LA,177,T/LA/626,false,1/1629,2029-01-01T00:00:00,Pit,Eyemouth,false,,LEM,2001-08-17T09:12:33,jhm,2002-10-01T15:21:19
IM/LA/178,LA,178,T/LA/720,false,,,Tolbooth,Duns,false,Released,LEM,2001-08-17T14:48:37,jhm,2002-10-02T13:00:17
IM/LA/179,LA,179,T/LA/721,false,,,Tolbooth,Duns,false,Released,LEM,2001-08-17T15:00:28,jhm,2002-10-02T13:01:33
IM/LA/18,LA,18,T/LA/86,true,12/11/1629,2029-11-12T00:00:00,,Edinburgh,false,Released,LEM,2001-06-13T11:00:00,LEM,2001-06-13T11:57:17
IM/LA/180,LA,180,T/LA/726,false,6/1629,2029-06-01T00:00:00,Tolbooth,Musselburgh,false,,LEM,2001-08-29T12:27:32,jhm,2002-10-11T15:47:32
IM/LA/181,LA,181,T/LA/727,false,6/1629,2029-06-01T00:00:00,Tolbooth,Musselburgh,false,,LEM,2001-08-29T12:32:05,jhm,2002-10-11T15:47:09
IM/LA/182,LA,182,T/LA/754,false,,,Tolbooth,Causland,false,,LEM,2001-08-30T09:36:25,LEM,2001-08-30T09:36:38
IM/LA/183,LA,183,T/LA/755,false,,,Tolbooth,Cowsland,false,,LEM,2001-08-30T09:37:49,jhm,2002-10-02T15:29:47
IM/LA/184,LA,184,T/LA/756,false,,,Tolbooth,Causland,false,,LEM,2001-08-30T09:41:49,jhm,2002-10-18T10:31:36
IM/LA/19,LA,19,T/LA/87,true,12/11/1629,2029-11-12T00:00:00,,Edinburgh,false,Released,LEM,2001-06-13T11:50:56,jhm,2002-10-18T10:36:10
IM/LA/2,LA,2,T/LA/10,true,,,Tolbooth,Edinburgh,false,,LEM,2001-05-18T12:47:04,LEM,2001-05-18T12:47:13
IM/LA/21,LA,21,T/LA/88,true,17/12/1629,2029-12-17T00:00:00,Tolbooth,Edinburgh,false,,LEM,2001-06-13T12:10:58,LEM,2001-06-13T12:11:22
IM/LA/216,LA,216,T/LA/771,false,,,Tolbooth,Jedburgh,false,Released,LEM,2001-09-05T12:04:51,LEM,2001-09-05T12:05:05
IM/LA/217,LA,217,T/LA/772,false,,,Tolbooth,Jedburgh,false,Released,LEM,2001-09-05T12:09:38,LEM,2001-09-05T12:09:48
IM/LA/218,LA,218,T/LA/773,false,,,Tolbooth,Jedburgh,false,Released,LEM,2001-09-05T12:15:29,LEM,2001-09-05T12:16:51
IM/LA/219,LA,219,T/LA/774,false,,,Tolbooth,Edinburgh,false,,LEM,2001-09-05T12:32:03,LEM,2001-09-05T12:32:07
IM/LA/22,LA,22,T/LA/88,false,10/1629,2029-10-01T00:00:00,House,Newbattle Kirk,true,Moved,LEM,2001-06-13T12:13:08,jhm,2002-10-21T15:47:11
IM/LA/220,LA,220,T/LA/776,false,4/1671,1971-04-01T00:00:00,Dungeon,Kirkudbrigh,false,Released,LEM,2001-09-05T13:04:19,LEM,2001-09-05T13:04:50
IM/LA/221,LA,221,T/LA/777,false,4/1671,1971-04-01T00:00:00,Dungeon,Kirkudbrigh,false,Released,LEM,2001-09-05T13:08:31,LEM,2001-09-05T13:08:44
IM/LA/222,LA,222,T/LA/778,false,4/1671,1971-04-01T00:00:00,Dungeon,Kirkudbright,false,Released,LEM,2001-09-05T13:10:06,LEM,2001-09-05T13:10:20
IM/LA/223,LA,223,T/LA/25,true,7/1630,2030-07-01T00:00:00,,Edinburgh,false,,LEM,2001-09-06T12:26:05,LEM,2001-09-06T12:26:19
IM/LA/224,LA,224,T/LA/804,false,,,Tolbooth,Culross,false,,LEM,2001-09-07T13:11:14,LEM,2001-09-07T13:11:21
IM/LA/225,LA,225,T/LA/803,false,,,Tolbooth,Culross,false,,LEM,2001-09-07T13:12:00,LEM,2001-09-07T13:12:05
IM/LA/226,LA,226,T/LA/805,false,,,Tolbooth,Culross,false,,LEM,2001-09-07T13:14:19,LEM,2001-09-07T13:14:24
IM/LA/227,LA,227,T/LA/806,false,,,Tolbooth,Culross,false,,LEM,2001-09-07T13:16:45,LEM,2001-09-07T13:16:50
IM/LA/228,LA,228,T/LA/808,false,,,Tolbooth,Leith,false,,LEM,2001-09-07T15:30:38,LEM,2002-10-28T12:48:10
IM/LA/229,LA,229,T/LA/813,false,,,,Renfrew,true,Released,LEM,2001-09-07T16:20:35,LEM,2002-10-28T12:49:26
IM/LA/23,LA,23,T/LA/24,true,5/2/1630,2030-02-05T00:00:00,,Edinburgh,false,,LEM,2001-06-14T14:01:00,LEM,2001-06-14T14:01:28
IM/LA/230,LA,230,T/LA/813,false,,,,Innerkip,false,,LEM,2001-09-07T16:20:39,LEM,2002-10-28T12:49:17
IM/LA/231,LA,231,T/JO/609,false,,,,Edinburgh,false,,LEM,2001-09-11T11:50:44,LEM,2001-09-11T11:51:03
IM/LA/232,LA,232,T/JO/612,true,9/1678,1978-09-01T00:00:00,,Edinburgh,false,,LEM,2001-09-11T12:04:49,jhm,2002-10-11T15:45:53
IM/LA/233,LA,233,T/JO/610,true,9/1678,1978-09-01T00:00:00,,Edinburgh,false,,LEM,2001-09-11T12:07:36,jhm,2002-10-11T15:44:42
IM/LA/234,LA,234,T/JO/611,true,9/1678,1978-09-01T00:00:00,,Edinburgh,false,,LEM,2001-09-11T12:58:12,jhm,2002-10-11T15:45:06
IM/LA/235,LA,235,T/LA/822,true,9/1678,1978-09-01T00:00:00,,Edinburgh,false,,LEM,2001-09-11T13:13:31,jhm,2002-10-11T15:48:58
IM/LA/236,LA,236,T/LA/823,true,,,,Edinburgh,false,,LEM,2001-09-11T13:22:41,LEM,2001-09-11T13:22:45
IM/LA/237,LA,237,T/LA/824,true,,,,Edinburgh,false,,LEM,2001-09-11T13:27:18,LEM,2001-09-11T13:27:21
IM/LA/238,LA,238,T/LA/829,true,9/1678,1978-09-01T00:00:00,,Edinburgh,false,,LEM,2001-09-21T09:51:35,jhm,2002-10-11T15:49:36
IM/LA/239,LA,239,T/JO/609,true,9/1678,1978-09-01T00:00:00,,Edinburgh,false,,LEM,2001-09-21T10:01:04,jhm,2002-10-11T15:46:17
IM/LA/24,LA,24,T/LA/24,false,7/1/1630,2030-01-07T00:00:00,,,false,Moved,LEM,2001-06-14T14:02:37,LEM,2001-06-14T14:02:59
IM/LA/240,LA,240,T/LA/828,true,,,,Edinburgh,false,,LEM,2001-09-21T10:10:55,LEM,2001-09-21T10:10:58
IM/LA/241,LA,241,T/LA/830,true,,,,Edinburgh,false,,LEM,2001-09-21T10:14:09,LEM,2001-09-21T10:14:12
IM/LA/242,LA,242,T/JO/436,true,8/9/1679,1979-09-08T00:00:00,Tolbooth,Edinburgh,false,Released,LEM,2001-09-21T15:00:32,LEM,2002-11-07T12:31:35
IM/LA/243,LA,243,T/LA/849,false,1/1680,1980-01-01T00:00:00,,Bo'ness,false,,LEM,2001-09-21T15:19:19,jhm,2002-10-11T15:44:12
IM/LA/244,LA,244,T/LA/851,true,,,Tolbooth,Edinburgh,false,Released,LEM,2001-09-21T15:53:28,jhm,2002-10-11T15:43:33
IM/LA/25,LA,25,T/LA/24,true,23/5/1630,2030-05-23T00:00:00,Tolbooth,Edinburgh,false,,LEM,2001-06-14T14:18:29,LEM,2001-06-14T14:18:39
IM/LA/250,LA,250,T/LA/47,true,,,Tolbooth,Edinburgh,false,,LEM,2001-10-03T10:47:38,LEM,2002-10-28T12:57:38
IM/LA/26,LA,26,T/LA/25,true,12/1630,2030-12-01T00:00:00,Tolbooth,Edinburgh,false,,LEM,2001-06-15T09:57:06,LEM,2001-06-15T09:57:38
IM/LA/264,LA,264,T/LA/999,false,2/1632,2032-02-01T00:00:00,House,"Nobelstoun, Refrewshire",false,,LEM,2001-10-16T11:51:23,jhm,2002-10-18T11:26:33
IM/LA/27,LA,27,T/LA/104,true,11/2/1634,2034-02-11T00:00:00,Tolbooth,Edinburgh,false,Free on bail,LEM,2001-06-15T10:42:26,LEM,2001-06-15T10:56:25
IM/LA/28,LA,28,T/LA/104,true,11/3/1634,2034-03-11T00:00:00,Tolbooth,Edinburgh,false,,LEM,2001-06-15T11:00:31,LEM,2001-06-15T11:44:40
IM/LA/29,LA,29,T/LA/104,false,9/1/1634,2034-01-09T00:00:00,Tolbooth,Duns,true,,LEM,2001-06-15T11:51:44,jhm,2002-10-22T08:27:15
IM/LA/3,LA,3,T/LA/15,true,8/1629,2029-08-01T00:00:00,,Edinburgh,false,,LEM,2001-05-18T16:41:23,jhm,2002-10-21T14:55:19
IM/LA/307,LA,307,T/LA/1071,false,,,Tolbooth,Perth,false,,LEM,2001-10-22T12:21:16,LEM,2002-10-28T12:50:08
IM/LA/308,LA,308,T/LA/1072,false,,,Tolbooth,Perth,false,,LEM,2001-10-22T12:24:26,LEM,2002-10-28T12:50:27
IM/LA/309,LA,309,T/LA/1073,false,,,Tolbooth,Perth,false,,LEM,2001-10-22T12:25:46,LEM,2002-10-28T12:49:39
IM/LA/310,LA,310,T/LA/1074,false,,,Vestry of the Kirk,Calder,false,Released,LEM,2001-10-22T12:57:38,jhm,2002-10-18T10:54:31
IM/LA/311,LA,311,T/LA/1075,false,,,Tolbooth,Culross,false,,LEM,2001-10-22T13:14:12,LEM,2001-10-22T13:14:20
IM/LA/312,LA,312,T/LA/1075,false,12/12/1644,2044-12-12T00:00:00,Tolbooth,Canongate,false,,LEM,2001-10-22T13:14:20,jhm,2002-10-03T12:32:58
IM/LA/313,LA,313,T/LA/1076,false,,,Tolbooth,Culross,false,Moved,LEM,2001-10-22T14:47:08,LEM,2002-10-28T12:51:02
IM/LA/314,LA,314,T/LA/1089,false,,,Tolbooth,Lanark,false,,LEM,2001-10-23T10:34:21,LEM,2002-10-28T12:53:23
IM/LA/315,LA,315,T/LA/1090,false,,,Tolbooth,Lanark,false,,LEM,2001-10-23T10:40:43,LEM,2002-10-28T12:52:15
IM/LA/316,LA,316,T/LA/83,false,1/1629,2029-01-01T00:00:00,Tolbooth,Stirling,false,,LEM,2001-10-23T15:56:10,LEM,2001-10-23T15:56:23
IM/LA/317,LA,317,T/LA/1106,false,,,Steeple,Dysart,false,,LEM,2001-10-23T16:20:21,jhm,2002-10-18T10:34:10
IM/LA/318,LA,318,T/LA/1108,false,,,,"Berwick, England",false,,LEM,2001-11-21T13:54:49,jhm,2002-10-18T10:31:11
IM/LA/319,LA,319,T/LA/1119,true,7/10/1651,1951-10-07T00:00:00,,Ayr,false,,LEM,2001-11-29T11:11:34,jhm,2002-10-11T15:41:16
IM/LA/320,LA,320,T/LA/1161,false,,,Tolbooth,Dumfries,false,,LEM,2001-12-03T12:21:37,LEM,2001-12-03T12:21:43
IM/LA/321,LA,321,T/LA/1162,false,,,Tolbooth,dumfries,false,,LEM,2001-12-03T12:21:54,LEM,2001-12-03T12:22:01
IM/LA/337,LA,337,T/JO/614,true,12/1676,1976-12-01T00:00:00,Tolbooth,Paisley,false,,LEM,2002-01-16T10:42:22,LEM,2002-01-16T10:42:40
IM/LA/351,LA,351,T/LA/1189,false,,,Tolbooth,Renfrew,false,Moved,LEM,2002-01-30T13:24:52,LEM,2002-01-30T13:25:02
IM/LA/352,LA,352,T/LA/1189,false,15/4/1697,1997-04-15T00:00:00,Tolbooth,Glasgow,false,Moved,LEM,2002-01-30T13:25:03,LEM,2002-01-30T13:25:19
